   30.0000000000  -50.0000000000   95.0000000000
   15.0000000000  -40.0000000000   95.0000000000
   15.0000000000  -40.0000000000   65.0000000000
   30.0000000000  -50.0000000000   65.0000000000

   30.0000000000  -50.0000000000   95.0000000000
   45.0000000000  -40.0000000000   95.0000000000
   45.0000000000  -40.0000000000   65.0000000000
   30.0000000000  -50.0000000000   65.0000000000

   30.0000000000  -50.0000000000   95.0000000000
   45.0000000000  -60.0000000000   95.0000000000
   45.0000000000  -60.0000000000   65.0000000000
   30.0000000000  -50.0000000000   65.0000000000

   30.0000000000  -50.0000000000   95.0000000000
   15.0000000000  -60.0000000000   95.0000000000
   15.0000000000  -60.0000000000   65.0000000000
   30.0000000000  -50.0000000000   65.0000000000

   30.0000000000  -50.0000000000   95.0000000000
   15.0000000000  -40.0000000000   95.0000000000
   15.0000000000  -40.0000000000   65.0000000000
   30.0000000000  -50.0000000000   65.0000000000


  112.0000000000    1.0000000000  118.0000000000
  102.0000000000  -11.0000000000  118.0000000000
  102.0000000000  -11.0000000000  108.0000000000
  112.0000000000    1.0000000000  108.0000000000

  112.0000000000    1.0000000000  118.0000000000
  122.0000000000  -11.0000000000  118.0000000000
  122.0000000000  -11.0000000000  108.0000000000
  112.0000000000    1.0000000000  108.0000000000

  112.0000000000    1.0000000000  118.0000000000
  122.0000000000   13.0000000000  118.0000000000
  122.0000000000   13.0000000000  108.0000000000
  112.0000000000    1.0000000000  108.0000000000

  112.0000000000    1.0000000000  118.0000000000
  102.0000000000   13.0000000000  118.0000000000
  102.0000000000   13.0000000000  108.0000000000
  112.0000000000    1.0000000000  108.0000000000

  112.0000000000    1.0000000000  118.0000000000
  102.0000000000  -11.0000000000  118.0000000000
  102.0000000000  -11.0000000000  108.0000000000
  112.0000000000    1.0000000000  108.0000000000


  122.0000000000   13.0000000000  123.0000000000
  127.0000000000   21.6602540378  123.0000000000
  127.0000000000   21.6602540378  118.0000000000
  122.0000000000   13.0000000000  118.0000000000

  122.0000000000   13.0000000000  123.0000000000
  132.0000398044   12.9999770189  123.0000000000
  132.0000398044   12.9999770189  118.0000000000
  122.0000000000   13.0000000000  118.0000000000

  122.0000000000   13.0000000000  123.0000000000
  127.0000398044    4.3397229811  123.0000000000
  127.0000398044    4.3397229811  118.0000000000
  122.0000000000   13.0000000000  118.0000000000

  122.0000000000   13.0000000000  123.0000000000
  117.0000000000    4.3397459622  123.0000000000
  117.0000000000    4.3397459622  118.0000000000
  122.0000000000   13.0000000000  118.0000000000

  122.0000000000   13.0000000000  123.0000000000
  112.0000034969   12.9999979811  123.0000000000
  112.0000034969   12.9999979811  118.0000000000
  122.0000000000   13.0000000000  118.0000000000

  122.0000000000   13.0000000000  123.0000000000
  117.0000034969   21.6602520189  123.0000000000
  117.0000034969   21.6602520189  118.0000000000
  122.0000000000   13.0000000000  118.0000000000

  122.0000000000   13.0000000000  123.0000000000
  127.0000000000   21.6602540378  123.0000000000
  127.0000000000   21.6602540378  118.0000000000
  122.0000000000   13.0000000000  118.0000000000


  102.0000000000   13.0000000000  123.0000000000
  107.0000000000    4.3397459622  123.0000000000
  107.0000000000    4.3397459622  118.0000000000
  102.0000000000   13.0000000000  118.0000000000

  102.0000000000   13.0000000000  123.0000000000
   96.9999601956    4.3397229811  123.0000000000
   96.9999601956    4.3397229811  118.0000000000
  102.0000000000   13.0000000000  118.0000000000

  102.0000000000   13.0000000000  123.0000000000
   91.9999601956   12.9999770189  123.0000000000
   91.9999601956   12.9999770189  118.0000000000
  102.0000000000   13.0000000000  118.0000000000

  102.0000000000   13.0000000000  123.0000000000
   97.0000000000   21.6602540378  123.0000000000
   97.0000000000   21.6602540378  118.0000000000
  102.0000000000   13.0000000000  118.0000000000

  102.0000000000   13.0000000000  123.0000000000
  106.9999965031   21.6602520189  123.0000000000
  106.9999965031   21.6602520189  118.0000000000
  102.0000000000   13.0000000000  118.0000000000

  102.0000000000   13.0000000000  123.0000000000
  111.9999965031   12.9999979811  123.0000000000
  111.9999965031   12.9999979811  118.0000000000
  102.0000000000   13.0000000000  118.0000000000

  102.0000000000   13.0000000000  123.0000000000
  107.0000000000    4.3397459622  123.0000000000
  107.0000000000    4.3397459622  118.0000000000
  102.0000000000   13.0000000000  118.0000000000


  102.0000000000  -11.0000000000  123.0000000000
  107.0000000000   -2.3397459622  123.0000000000
  107.0000000000   -2.3397459622  118.0000000000
  102.0000000000  -11.0000000000  118.0000000000

  102.0000000000  -11.0000000000  123.0000000000
  112.0000398044  -11.0000229811  123.0000000000
  112.0000398044  -11.0000229811  118.0000000000
  102.0000000000  -11.0000000000  118.0000000000

  102.0000000000  -11.0000000000  123.0000000000
  107.0000398044  -19.6602770189  123.0000000000
  107.0000398044  -19.6602770189  118.0000000000
  102.0000000000  -11.0000000000  118.0000000000

  102.0000000000  -11.0000000000  123.0000000000
   97.0000000000  -19.6602540378  123.0000000000
   97.0000000000  -19.6602540378  118.0000000000
  102.0000000000  -11.0000000000  118.0000000000

  102.0000000000  -11.0000000000  123.0000000000
   92.0000034969  -11.0000020189  123.0000000000
   92.0000034969  -11.0000020189  118.0000000000
  102.0000000000  -11.0000000000  118.0000000000

  102.0000000000  -11.0000000000  123.0000000000
   97.0000034969   -2.3397479811  123.0000000000
   97.0000034969   -2.3397479811  118.0000000000
  102.0000000000  -11.0000000000  118.0000000000

  102.0000000000  -11.0000000000  123.0000000000
  107.0000000000   -2.3397459622  123.0000000000
  107.0000000000   -2.3397459622  118.0000000000
  102.0000000000  -11.0000000000  118.0000000000


  122.0000000000  -11.0000000000  123.0000000000
  127.0000000000  -19.6602540378  123.0000000000
  127.0000000000  -19.6602540378  118.0000000000
  122.0000000000  -11.0000000000  118.0000000000

  122.0000000000  -11.0000000000  123.0000000000
  116.9999601956  -19.6602770189  123.0000000000
  116.9999601956  -19.6602770189  118.0000000000
  122.0000000000  -11.0000000000  118.0000000000

  122.0000000000  -11.0000000000  123.0000000000
  111.9999601956  -11.0000229811  123.0000000000
  111.9999601956  -11.0000229811  118.0000000000
  122.0000000000  -11.0000000000  118.0000000000

  122.0000000000  -11.0000000000  123.0000000000
  117.0000000000   -2.3397459622  123.0000000000
  117.0000000000   -2.3397459622  118.0000000000
  122.0000000000  -11.0000000000  118.0000000000

  122.0000000000  -11.0000000000  123.0000000000
  126.9999965031   -2.3397479811  123.0000000000
  126.9999965031   -2.3397479811  118.0000000000
  122.0000000000  -11.0000000000  118.0000000000

  122.0000000000  -11.0000000000  123.0000000000
  131.9999965031  -11.0000020189  123.0000000000
  131.9999965031  -11.0000020189  118.0000000000
  122.0000000000  -11.0000000000  118.0000000000

  122.0000000000  -11.0000000000  123.0000000000
  127.0000000000  -19.6602540378  123.0000000000
  127.0000000000  -19.6602540378  118.0000000000
  122.0000000000  -11.0000000000  118.0000000000


   77.0000000000   85.0000000000   76.0000000000
   67.0000000000   73.0000000000   76.0000000000
   67.0000000000   73.0000000000   66.0000000000
   77.0000000000   85.0000000000   66.0000000000

   77.0000000000   85.0000000000   76.0000000000
   87.0000000000   73.0000000000   76.0000000000
   87.0000000000   73.0000000000   66.0000000000
   77.0000000000   85.0000000000   66.0000000000

   77.0000000000   85.0000000000   76.0000000000
   87.0000000000   97.0000000000   76.0000000000
   87.0000000000   97.0000000000   66.0000000000
   77.0000000000   85.0000000000   66.0000000000

   77.0000000000   85.0000000000   76.0000000000
   67.0000000000   97.0000000000   76.0000000000
   67.0000000000   97.0000000000   66.0000000000
   77.0000000000   85.0000000000   66.0000000000

   77.0000000000   85.0000000000   76.0000000000
   67.0000000000   73.0000000000   76.0000000000
   67.0000000000   73.0000000000   66.0000000000
   77.0000000000   85.0000000000   66.0000000000


   87.0000000000   97.0000000000   81.0000000000
   77.0000000000   97.0000000000   81.0000000000
   77.0000000000   97.0000000000   76.0000000000
   87.0000000000   97.0000000000   76.0000000000

   87.0000000000   97.0000000000   81.0000000000
   82.0000000000  105.6603000000   81.0000000000
